"","uniqueID","err_prop_by_ID","err_count_by_ID","err_in_ID","oct_jump_prop_by_ID","oct_jump_count_by_ID","oct_jump_in_ID"
"210","14542_MADELYN_FMM_Jeremy_011_hhh",0,0,0,0,0,0
"211","14542_MADELYN_FMM_Jeremy_027_hhl",0.0666666666666667,4,1,0,0,1
"212","14542_MADELYN_FMM_Jeremy_059_hll",0.0188679245283019,1,1,0,0,1
"213","14542_MADELYN_FMM_Jeremy_075_lhl",0.0333333333333333,2,1,0,0,1
"214","14542_MADELYN_FMM_Jeremy_115_llh",0,0,0,0,0,0
"215","14542_MADELYN_FMM_Jeremy_127_lhh",0,0,0,0,0,0
"216","14542_MADELYN_FMM_Marilyn_138_hlh",0,0,0,0,0,0
"217","14542_MADELYN_MFF_Helena_008_hhh",0,0,0,0,0,0
"218","14542_MADELYN_MFF_Helena_051_lhh",0,0,0,0,0,0
"219","14542_MADELYN_MFF_Helena_079_llh",0,0,0,0,0,0
"220","14542_MADELYN_MFF_Jeremy_061_hhl",0,0,0,0,0,0
"221","14542_MADELYN_MFF_Jeremy_096_hlh",0,0,0,0,0,0
"222","14542_MADELYN_MFF_Marilyn_072_hll",0,0,0,0,0,0
"223","14542_MADELYN_MFF_Marilyn_074_lll",0.0384615384615385,2,1,0,0,1
"224","14542_MADELYN_MFF_Marilyn_083_lhl",0,0,0,0,0,0
"225","14542_MADELYN_MFM_Helena_020_hlh",0.392156862745098,20,1,0,0,1
"226","14542_MADELYN_MFM_Helena_055_llh",0,0,0,0,0,0
"227","14542_MADELYN_MFM_Helena_101_hhl",0,0,0,0,0,0
"228","14542_MADELYN_MFM_Helena_136_hll",0.0740740740740741,4,1,0,0,1
"229","14542_MADELYN_MFM_Jeremy_043_lhh",0,0,0,0,0,0
"230","14542_MADELYN_MFM_Jeremy_064_lll",0.0677966101694915,4,1,0,0,1
"231","14542_MADELYN_MFM_Jeremy_102_hhh",0,0,0,0,0,0
"232","14542_MADELYN_MFM_Marilyn_073_lhl",0,0,0,0,0,0
"233","14542_MADELYN_MMF_Helena_009_hhl",0,0,0,0,0,0
"234","14542_MADELYN_MMF_Helena_130_lhh",0,0,0,0,0,0
"235","14542_MADELYN_MMF_Jeremy_006_lhl",0,0,0,0,0,0
"236","14542_MADELYN_MMF_Jeremy_070_llh",0,0,0,0,0,0
"237","14542_MADELYN_MMF_Jeremy_128_hll",0.25,14,1,0,0,1
"238","14542_MADELYN_MMF_Marilyn_057_hhh",0,0,0,0,0,0
"239","14542_MADELYN_MMF_Marilyn_100_hlh",0.0754716981132075,4,1,0,0,1
"240","14542_MADELYN_MMF_Marilyn_113_lll",0.157894736842105,9,1,0,0,1
"241","14542_MELANIE_FFM_Helena_045_hlh",0,0,0,0,0,0
"242","14542_MELANIE_FFM_Helena_046_lhh",0,0,0,0,0,0
"243","14542_MELANIE_FFM_Helena_084_hhl",0,0,0,0,0,0
"244","14542_MELANIE_FFM_Helena_103_hhh",0,0,0,0,0,0
"245","14542_MELANIE_FFM_Jeremy_015_lll",0.203703703703704,11,1,0,0,1
"246","14542_MELANIE_FFM_Jeremy_111_llh",0,0,0,0,0,0
"247","14542_MELANIE_FFM_Marilyn_080_lhl",0.0217391304347826,1,1,0,0,1
"248","14542_MELANIE_FFM_Marilyn_081_hll",0.102040816326531,5,1,0,0,1
"249","14542_MELANIE_FMF_Helena_092_hhl",0,0,0,0,0,0
"250","14542_MELANIE_FMF_Jeremy_012_lhl",0,0,0,0,0,0
"251","14542_MELANIE_FMF_Jeremy_036_llh",0,0,0,0,0,0
"252","14542_MELANIE_FMF_Jeremy_076_hll",0.0816326530612245,4,1,0,0,1
"253","14542_MELANIE_FMF_Jeremy_126_hlh",0,0,0,0,0,0
"254","14542_MELANIE_FMF_Marilyn_050_lhh",0,0,0,0,0,0
"255","14542_MELANIE_FMF_Marilyn_093_hhh",0,0,0,0,0,0
"256","14542_MELANIE_FMM_Helena_018_hll",0.204081632653061,10,1,0,0,1
"257","14542_MELANIE_FMM_Helena_140_hlh",0.176470588235294,9,1,0,0,1
"258","14542_MELANIE_FMM_Jeremy_013_hhh",0,0,0,0,0,0
"259","14542_MELANIE_FMM_Jeremy_094_hhl",0,0,0,0,0,0
"260","14542_MELANIE_FMM_Jeremy_097_lhl",0,0,0,0,0,0
"261","14542_MELANIE_FMM_Jeremy_108_llh",0,0,0,0,0,0
"262","14542_MELANIE_FMM_Jeremy_135_lll",0,0,0,0,0,0
"263","14542_MELANIE_FMM_Marilyn_099_lhh",0,0,0,0,0,0
"264","14542_MELANIE_MFF_Helena_048_hhl",0,0,0,0,0,0
"265","14542_MELANIE_MFF_Helena_068_hll",0,0,0,0,0,0
"266","14542_MELANIE_MFF_Helena_095_lhl",0,0,0,0,0,0
"267","14542_MELANIE_MFF_Helena_104_lhh",0,0,0,0,0,0
"268","14542_MELANIE_MFF_Jeremy_026_hhh",0,0,0,0,0,0
"269","14542_MELANIE_MFF_Jeremy_088_lll",0.0769230769230769,4,1,0,0,1
"270","14542_MELANIE_MFF_Marilyn_086_llh",0,0,0,0,0,0
"271","14542_MELANIE_MFF_Marilyn_137_hlh",0,0,0,0,0,0
"272","14542_MELANIE_MFM_Helena_098_lhl",0,0,0,0,0,0
"273","14542_MELANIE_MFM_Jeremy_060_hhl",0,0,0,0,0,0
"274","14542_MELANIE_MFM_Jeremy_066_llh",0,0,0,0,0,0
"275","14542_MELANIE_MFM_Jeremy_082_hll",0,0,0,0,0,0
"276","14542_MELANIE_MFM_Jeremy_124_hhh",0,0,0,0,0,0
"277","14542_MELANIE_MFM_Marilyn_091_hlh",0.212765957446809,10,1,0,0,1
"278","14542_MELANIE_MFM_Marilyn_109_lhh",0,0,0,0,0,0
"279","14542_MELANIE_MFM_Marilyn_114_lll",0.0212765957446809,1,1,0,0,1
"280","14542_MELANIE_MMF_Helena_014_llh",0,0,0,0,0,0
"281","14542_MELANIE_MMF_Helena_071_lll",0.0769230769230769,4,1,0,0,1
"282","14542_MELANIE_MMF_Helena_143_hll",0.0784313725490196,4,1,0,0,1
"283","14542_MELANIE_MMF_Helena_144_hhl",0,0,0,0,0,0
"284","14542_MELANIE_MMF_Jeremy_033_hlh",0.0925925925925926,5,1,0,0,1
"285","14542_MELANIE_MMF_Jeremy_044_hhh",0,0,0,0,0,0
"286","14542_MELANIE_MMF_Jeremy_142_lhl",0,0,0,0,0,0
"287","14542_MELANIE_MMF_Marilyn_069_lhh",0,0,0,0,0,0
"288","14557_HARMONY_FFM_Helena_034_lhh",0.0307692307692308,2,1,0,0,1
"289","14557_HARMONY_FFM_Helena_037_llh",0.0285714285714286,2,1,0,0,1
"290","14557_HARMONY_FFM_Helena_052_hhl",0,0,0,0,0,0
"291","14557_HARMONY_FFM_Helena_073_hhh",0,0,0,0,0,0
"292","14557_HARMONY_FFM_Helena_104_hlh",0.0161290322580645,1,1,0,0,1
"293","14557_HARMONY_FFM_Jeremy_033_lll",0.0454545454545455,3,1,0,0,1
"294","14557_HARMONY_FFM_Jeremy_075_hll",0.0144927536231884,1,1,0,0,1
"295","14557_HARMONY_FFM_Marilyn_118_lhl",0,0,0,0,0,0
"296","14557_HARMONY_FMF_Helena_044_lhl",0,0,0,0,0,0
"297","14557_HARMONY_FMF_Helena_059_hhl",0,0,0,0,0,0
"298","14557_HARMONY_FMF_Jeremy_043_lhh",0,0,0,0,0,0
"299","14557_HARMONY_FMF_Jeremy_053_hhh",0.0149253731343284,1,1,0,0,1
"300","14557_HARMONY_FMF_Marilyn_021_lll",0,0,0,0,0,0
"301","14557_HARMONY_FMF_Marilyn_038_llh",0,0,0,0,0,0
"302","14557_HARMONY_FMF_Marilyn_088_hll",0.0285714285714286,2,1,0,0,1
"303","14557_HARMONY_FMF_Marilyn_142_hlh",0.0149253731343284,1,1,0,0,1
"304","14557_HARMONY_FMM_Helena_023_hll",0.0333333333333333,2,1,0,0,1
"305","14557_HARMONY_FMM_Helena_048_lhh",0.0151515151515152,1,1,0,0,1
"306","14557_HARMONY_FMM_Helena_064_lhl",0,0,0,0,0,0
"307","14557_HARMONY_FMM_Helena_084_llh",0,0,0,0,0,0
"308","14557_HARMONY_FMM_Jeremy_007_lll",0.0634920634920635,4,1,0,0,1
"309","14557_HARMONY_FMM_Jeremy_015_hlh",0.027027027027027,2,1,0,0,1
"310","14557_HARMONY_FMM_Jeremy_113_hhh",0,0,0,0,0,0
"311","14557_HARMONY_FMM_Marilyn_135_hhl",0,0,0,0,0,0
"312","14557_HARMONY_MFF_Helena_082_hll",0.0675675675675676,5,1,0,0,1
"313","14557_HARMONY_MFF_Jeremy_001_lhh",0,0,0,0,0,0
"314","14557_HARMONY_MFF_Jeremy_018_hhl",0.0735294117647059,5,1,0,0,1
"315","14557_HARMONY_MFF_Jeremy_093_llh",0.0144927536231884,1,1,0,0,1
"316","14557_HARMONY_MFF_Jeremy_095_lhl",0,0,0,0,0,0
"317","14557_HARMONY_MFF_Jeremy_102_lll",0,0,0,0,0,0
"318","14557_HARMONY_MFF_Marilyn_003_hlh",0.0144927536231884,1,1,0,0,1
"319","14557_HARMONY_MFF_Marilyn_114_hhh",0,0,0,0,0,0
"320","14557_HARMONY_MFM_Helena_071_lhh",0,0,0,0,0,0
"321","14557_HARMONY_MFM_Helena_089_hhh",0,0,0,0,0,0
"322","14557_HARMONY_MFM_Helena_133_hhl",0,0,0,0,0,0
"323","14557_HARMONY_MFM_Helena_137_hlh",0,0,0,0,0,0
"324","14557_HARMONY_MFM_Jeremy_017_lhl",0,0,0,0,0,0
"325","14557_HARMONY_MFM_Jeremy_049_hll",0.0579710144927536,4,1,0,0,1
"326","14557_HARMONY_MFM_Jeremy_079_lll",0,0,0,0,0,0
"327","14557_HARMONY_MFM_Marilyn_011_llh",0,0,0,0,0,0
"328","14557_HARMONY_MMF_Helena_099_llh",0,0,0,0,0,0
"329","14557_HARMONY_MMF_Helena_123_lll",0.0483870967741935,3,1,0,0,1
"330","14557_HARMONY_MMF_Jeremy_040_hhh",0.0645161290322581,4,1,0,0,1
"331","14557_HARMONY_MMF_Jeremy_085_lhl",0.0273972602739726,2,1,0,0,1
"332","14557_HARMONY_MMF_Jeremy_134_hlh",0,0,0,0,0,0
"333","14557_HARMONY_MMF_Marilyn_012_hll",0.0491803278688525,3,1,0,0,1
"334","14557_HARMONY_MMF_Marilyn_028_hhl",0.0298507462686567,2,1,0,0,1
"335","14557_HARMONY_MMF_Marilyn_141_lhh",0,0,0,0,0,0
"336","14557_MADELYN_FFM_Helena_002_llh",0,0,0,0,0,0
"337","14557_MADELYN_FFM_Helena_097_hll",0,0,0,0,0,0
"338","14557_MADELYN_FFM_Helena_119_hhl",0,0,0,0,0,0
"339","14557_MADELYN_FFM_Jeremy_042_lhh",0,0,0,0,0,0
"340","14557_MADELYN_FFM_Jeremy_121_lll",0,0,0,0,0,0
"341","14557_MADELYN_FFM_Marilyn_050_hhh",0,0,0,0,0,0
"342","14557_MADELYN_FFM_Marilyn_069_lhl",0,0,0,0,0,0
"343","14557_MADELYN_FFM_Marilyn_092_hlh",0,0,0,0,0,0
"344","14557_MADELYN_FMF_Helena_056_llh",0,0,0,0,0,0
"345","14557_MADELYN_FMF_Helena_124_lhh",0,0,0,0,0,0
"346","14557_MADELYN_FMF_Jeremy_060_hlh",0,0,0,0,0,0
"347","14557_MADELYN_FMF_Jeremy_091_lhl",0,0,0,0,0,0
"348","14557_MADELYN_FMF_Marilyn_078_hll",0,0,0,0,0,0
"349","14557_MADELYN_FMF_Marilyn_090_hhh",0,0,0,0,0,0
"350","14557_MADELYN_FMF_Marilyn_120_lll",0,0,0,0,0,0
"351","14557_MADELYN_FMF_Marilyn_126_hhl",0,0,0,0,0,0
"352","14557_MADELYN_FMM_Helena_022_lll",0.0163934426229508,1,1,0,0,1
"353","14557_MADELYN_FMM_Jeremy_013_hll",0,0,0,0,0,0
"354","14557_MADELYN_FMM_Jeremy_030_hhh",0,0,0,0,0,0
"355","14557_MADELYN_FMM_Jeremy_072_lhl",0,0,0,0,0,0
"356","14557_MADELYN_FMM_Jeremy_080_lhh",0,0,0,0,0,0
"357","14557_MADELYN_FMM_Jeremy_125_llh",0,0,0,0,0,0
"358","14557_MADELYN_FMM_Jeremy_144_hhl",0,0,0,0,0,0
"359","14557_MADELYN_FMM_Marilyn_108_hlh",0,0,0,0,0,0
"360","14557_MADELYN_MFF_Helena_062_lhh",0,0,0,0,0,0
"361","14557_MADELYN_MFF_Helena_070_hhh",0,0,0,0,0,0
"362","14557_MADELYN_MFF_Helena_127_llh",0,0,0,0,0,0
"363","14557_MADELYN_MFF_Jeremy_024_hlh",0,0,0,0,0,0
"364","14557_MADELYN_MFF_Jeremy_100_hhl",0,0,0,0,0,0
"365","14557_MADELYN_MFF_Marilyn_066_hll",0,0,0,0,0,0
"366","14557_MADELYN_MFF_Marilyn_103_lhl",0,0,0,0,0,0
"367","14557_MADELYN_MFF_Marilyn_115_lll",0,0,0,0,0,0
"368","14557_MADELYN_MFM_Helena_014_hlh",0,0,0,0,0,0
"369","14557_MADELYN_MFM_Helena_032_hhl",0,0,0,0,0,0
"370","14557_MADELYN_MFM_Helena_094_llh",0,0,0,0,0,0
"371","14557_MADELYN_MFM_Helena_101_hll",0,0,0,0,0,0
"372","14557_MADELYN_MFM_Jeremy_020_lll",0,0,0,0,0,0
"373","14557_MADELYN_MFM_Jeremy_026_hhh",0,0,0,0,0,0
"374","14557_MADELYN_MFM_Jeremy_087_lhh",0,0,0,0,0,0
"375","14557_MADELYN_MFM_Marilyn_004_lhl",0,0,0,0,0,0
"376","14557_MADELYN_MMF_Helena_019_lhh",0,0,0,0,0,0
"377","14557_MADELYN_MMF_Helena_117_hhl",0,0,0,0,0,0
"378","14557_MADELYN_MMF_Jeremy_036_hll",0,0,0,0,0,0
"379","14557_MADELYN_MMF_Jeremy_046_llh",0,0,0,0,0,0
"380","14557_MADELYN_MMF_Jeremy_067_lhl",0,0,0,0,0,0
"381","14557_MADELYN_MMF_Marilyn_005_hhh",0,0,0,0,0,0
"382","14557_MADELYN_MMF_Marilyn_029_lll",0,0,0,0,0,0
"383","14557_MADELYN_MMF_Marilyn_143_hlh",0,0,0,0,0,0
"384","14557_MELANIE_FFM_Helena_006_hhl",0,0,0,0,0,0
"385","14557_MELANIE_FFM_Helena_016_lhh",0,0,0,0,0,0
"386","14557_MELANIE_FFM_Helena_109_hhh",0,0,0,0,0,0
"387","14557_MELANIE_FFM_Helena_136_hlh",0,0,0,0,0,0
"388","14557_MELANIE_FFM_Jeremy_128_llh",0,0,0,0,0,0
"389","14557_MELANIE_FFM_Jeremy_140_lll",0,0,0,0,0,0
"390","14557_MELANIE_FFM_Marilyn_010_lhl",0,0,0,0,0,0
"391","14557_MELANIE_FFM_Marilyn_077_hll",0.0909090909090909,6,1,0,0,1
"392","14557_MELANIE_FMF_Helena_106_hhl",0,0,0,0,0,0
"393","14557_MELANIE_FMF_Jeremy_027_lll",0,0,0,0,0,0
"394","14557_MELANIE_FMF_Jeremy_047_hlh",0,0,0,0,0,0
"395","14557_MELANIE_FMF_Jeremy_055_hll",0,0,0,0,0,0
"396","14557_MELANIE_FMF_Jeremy_058_llh",0,0,0,0,0,0
"397","14557_MELANIE_FMF_Jeremy_068_lhl",0,0,0,0,0,0
"398","14557_MELANIE_FMF_Marilyn_096_hhh",0,0,0,0,0,0
"399","14557_MELANIE_FMF_Marilyn_116_lhh",0,0,0,0,0,0
"400","14557_MELANIE_FMM_Helena_054_hll",0,0,0,0,0,0
"401","14557_MELANIE_FMM_Helena_139_hlh",0,0,0,0,0,0
"402","14557_MELANIE_FMM_Jeremy_008_lhl",0,0,0,0,0,0
"403","14557_MELANIE_FMM_Jeremy_035_llh",0,0,0,0,0,0
"404","14557_MELANIE_FMM_Jeremy_112_hhh",0,0,0,0,0,0
"405","14557_MELANIE_FMM_Jeremy_131_lll",0,0,0,0,0,0
"406","14557_MELANIE_FMM_Jeremy_132_hhl",0,0,0,0,0,0
"407","14557_MELANIE_FMM_Marilyn_051_lhh",0,0,0,0,0,0
"408","14557_MELANIE_MFF_Helena_057_hll",0,0,0,0,0,0
"409","14557_MELANIE_MFF_Helena_061_hhl",0,0,0,0,0,0
"410","14557_MELANIE_MFF_Helena_105_lhl",0,0,0,0,0,0
"411","14557_MELANIE_MFF_Helena_130_lhh",0,0,0,0,0,0
"412","14557_MELANIE_MFF_Jeremy_045_lll",0,0,0,0,0,0
"413","14557_MELANIE_MFF_Jeremy_107_hhh",0,0,0,0,0,0
"414","14557_MELANIE_MFF_Marilyn_009_llh",0,0,0,0,0,0
"415","14557_MELANIE_MFF_Marilyn_063_hlh",0,0,0,0,0,0
"416","14557_MELANIE_MFM_Helena_129_lhl",0,0,0,0,0,0
"417","14557_MELANIE_MFM_Jeremy_025_llh",0,0,0,0,0,0
"418","14557_MELANIE_MFM_Jeremy_041_hll",0,0,0,0,0,0
"419","14557_MELANIE_MFM_Jeremy_065_hhl",0,0,0,0,0,0
"420","14557_MELANIE_MFM_Jeremy_081_hhh",0,0,0,0,0,0
"421","14557_MELANIE_MFM_Marilyn_076_lhh",0,0,0,0,0,0
"422","14557_MELANIE_MFM_Marilyn_098_hlh",0,0,0,0,0,0
"423","14557_MELANIE_MFM_Marilyn_110_lll",0,0,0,0,0,0
"424","14557_MELANIE_MMF_Helena_031_hhl",0,0,0,0,0,0
"425","14557_MELANIE_MMF_Helena_074_llh",0,0,0,0,0,0
"426","14557_MELANIE_MMF_Helena_111_hll",0,0,0,0,0,0
"427","14557_MELANIE_MMF_Helena_138_lll",0,0,0,0,0,0
"428","14557_MELANIE_MMF_Jeremy_083_hhh",0,0,0,0,0,0
"429","14557_MELANIE_MMF_Jeremy_086_hlh",0,0,0,0,0,0
"430","14557_MELANIE_MMF_Jeremy_122_lhl",0,0,0,0,0,0
"431","14557_MELANIE_MMF_Marilyn_039_lhh",0,0,0,0,0,0
"432","15187_HARMONY_FFM_Helena_056_lhh",0,0,0,0,0,0
"433","15187_HARMONY_FFM_Helena_057_hhh",0,0,0,0,0,0
"434","15187_HARMONY_FFM_Helena_127_hlh",0,0,0,0,0,0
"435","15187_HARMONY_FFM_Helena_129_hhl",0,0,0,0,0,0
"436","15187_HARMONY_FFM_Helena_141_llh",0,0,0,0,0,0
"437","15187_HARMONY_FFM_Jeremy_001_lll",0,0,0,0,0,0
"438","15187_HARMONY_FFM_Jeremy_070_hll",0.03125,2,1,0,0,1
"439","15187_HARMONY_FFM_Marilyn_091_lhl",0,0,0,0,0,0
"440","15187_HARMONY_FMF_Helena_020_lhl",0,0,0,0,0,0
"441","15187_HARMONY_FMF_Helena_077_hhl",0.0192307692307692,1,1,0,0,1
"442","15187_HARMONY_FMF_Jeremy_052_lhh",0.0612244897959184,3,1,0,0,1
"443","15187_HARMONY_FMF_Jeremy_107_hhh",0.111111111111111,5,1,0,0,1
"444","15187_HARMONY_FMF_Marilyn_073_llh",0.2,11,1,0,0,1
"445","15187_HARMONY_FMF_Marilyn_094_hlh",0,0,0,0,0,0
"446","15187_HARMONY_FMF_Marilyn_097_hll",0,0,0,0,0,0
"447","15187_HARMONY_FMF_Marilyn_110_lll",0,0,0,0,0,0
"448","15187_HARMONY_FMM_Helena_037_llh",0,0,0,0,0,0
"449","15187_HARMONY_FMM_Helena_081_hll",0,0,0,0,0,0
"450","15187_HARMONY_FMM_Helena_101_lhl",0,0,0,0,0,0
"451","15187_HARMONY_FMM_Helena_118_lhh",0,0,0,0,0,0
"452","15187_HARMONY_FMM_Jeremy_026_hhh",0,0,0,0,0,0
"453","15187_HARMONY_FMM_Jeremy_028_hlh",0,0,0,0,0,0
"454","15187_HARMONY_FMM_Jeremy_093_lll",0,0,0,0,0,0
"455","15187_HARMONY_FMM_Marilyn_036_hhl",0,0,0,0,0,0
"456","15187_HARMONY_MFF_Helena_046_hll",0,0,0,0,0,0
"457","15187_HARMONY_MFF_Jeremy_049_lll",0,0,0,0,0,0
"458","15187_HARMONY_MFF_Jeremy_112_lhh",0,0,0,0,0,0
"459","15187_HARMONY_MFF_Jeremy_113_llh",0.0576923076923077,3,1,0,0,1
"460","15187_HARMONY_MFF_Jeremy_142_hhl",0,0,0,0,0,0
"461","15187_HARMONY_MFF_Jeremy_144_lhl",0.0833333333333333,5,1,0,0,1
"462","15187_HARMONY_MFF_Marilyn_018_hhh",0,0,0,0,0,0
"463","15187_HARMONY_MFF_Marilyn_133_hlh",0.0563380281690141,4,1,0,0,1
"464","15187_HARMONY_MFM_Helena_054_hhh",0,0,0,0,0,0
"465","15187_HARMONY_MFM_Helena_071_hlh",0,0,0,0,0,0
"466","15187_HARMONY_MFM_Helena_104_lhh",0.0769230769230769,4,1,0,0,1
"467","15187_HARMONY_MFM_Helena_138_hhl",0.106382978723404,5,1,0,0,1
"468","15187_HARMONY_MFM_Jeremy_012_hll",0,0,0,0,0,0
"469","15187_HARMONY_MFM_Jeremy_061_lhl",0.0327868852459016,2,1,0,0,1
"470","15187_HARMONY_MFM_Jeremy_074_lll",0,0,0,0,0,0
"471","15187_HARMONY_MFM_Marilyn_095_llh",0,0,0,0,0,0
"472","15187_HARMONY_MMF_Helena_076_lll",0.152173913043478,7,1,0,0,1
"473","15187_HARMONY_MMF_Helena_084_llh",0.0784313725490196,4,1,0,0,1
"474","15187_HARMONY_MMF_Jeremy_034_hhh",0,0,0,0,0,0
"475","15187_HARMONY_MMF_Jeremy_042_lhl",0,0,0,0,0,0
"476","15187_HARMONY_MMF_Jeremy_067_hlh",0,0,0,0,0,0
"477","15187_HARMONY_MMF_Marilyn_066_hhl",0.0169491525423729,1,1,0,0,1
"478","15187_HARMONY_MMF_Marilyn_135_hll",0,0,0,0,0,0
"479","15187_HARMONY_MMF_Marilyn_137_lhh",0,0,0,0,0,0
"480","15187_MADELYN_FFM_Helena_033_hll",0,0,0,0,0,0
"481","15187_MADELYN_FFM_Helena_062_llh",0,0,0,0,0,0
"482","15187_MADELYN_FFM_Helena_099_hhl",0.0307692307692308,2,1,0,0,1
"483","15187_MADELYN_FFM_Jeremy_083_lhh",0,0,0,0,0,0
"484","15187_MADELYN_FFM_Jeremy_114_lll",0,0,0,0,0,0
"485","15187_MADELYN_FFM_Marilyn_003_hhh",0,0,0,0,0,0
"486","15187_MADELYN_FFM_Marilyn_007_hlh",0,0,0,0,0,0
"487","15187_MADELYN_FFM_Marilyn_090_lhl",0.0147058823529412,1,1,0,0,1
"488","15187_MADELYN_FMF_Helena_021_lhh",0,0,0,0,0,0
"489","15187_MADELYN_FMF_Helena_100_llh",0.142857142857143,8,1,0,0,1
"490","15187_MADELYN_FMF_Jeremy_027_lhl",0,0,0,0,0,0
"491","15187_MADELYN_FMF_Jeremy_126_hlh",0,0,0,0,0,0
"492","15187_MADELYN_FMF_Marilyn_013_hll",0,0,0,0,0,0
"493","15187_MADELYN_FMF_Marilyn_051_hhh",0,0,0,0,0,0
"494","15187_MADELYN_FMF_Marilyn_082_lll",0.0166666666666667,1,1,0,0,1
"495","15187_MADELYN_FMF_Marilyn_109_hhl",0,0,0,0,0,0
"496","15187_MADELYN_FMM_Helena_117_lll",0,0,0,0,0,0
"497","15187_MADELYN_FMM_Jeremy_006_lhh",0,0,0,0,0,0
"498","15187_MADELYN_FMM_Jeremy_025_hhh",0,0,0,0,0,0
"499","15187_MADELYN_FMM_Jeremy_063_llh",0,0,0,0,0,0
"500","15187_MADELYN_FMM_Jeremy_085_hhl",0,0,0,0,0,0
"501","15187_MADELYN_FMM_Jeremy_116_hll",0,0,0,0,0,0
"502","15187_MADELYN_FMM_Jeremy_128_lhl",0,0,0,0,0,0
"503","15187_MADELYN_FMM_Marilyn_131_hlh",0,0,0,0,0,0
"504","15187_MADELYN_MFF_Helena_029_lhh",0,0,0,0,0,0
"505","15187_MADELYN_MFF_Helena_058_llh",0.166666666666667,10,1,0,0,1
"506","15187_MADELYN_MFF_Helena_120_hhh",0,0,0,0,0,0
"507","15187_MADELYN_MFF_Jeremy_039_hlh",0,0,0,0,0,0
"508","15187_MADELYN_MFF_Jeremy_059_hhl",0,0,0,0,0,0
"509","15187_MADELYN_MFF_Marilyn_002_lll",0,0,0,0,0,0
"510","15187_MADELYN_MFF_Marilyn_048_hll",0,0,0,0,0,0
"511","15187_MADELYN_MFF_Marilyn_065_lhl",0.0615384615384615,4,1,0,0,1
"512","15187_MADELYN_MFM_Helena_043_llh",0,0,0,0,0,0
"513","15187_MADELYN_MFM_Helena_053_hhl",0,0,0,0,0,0
"514","15187_MADELYN_MFM_Helena_105_hll",0.0923076923076923,6,1,0,0,1
"515","15187_MADELYN_MFM_Helena_125_hlh",0,0,0,0,0,0
"516","15187_MADELYN_MFM_Jeremy_040_hhh",0,0,0,0,0,0
"517","15187_MADELYN_MFM_Jeremy_088_lhh",0,0,0,0,0,0
"518","15187_MADELYN_MFM_Jeremy_089_lll",0,0,0,0,0,0
"519","15187_MADELYN_MFM_Marilyn_019_lhl",0,0,0,0,0,0
"520","15187_MADELYN_MMF_Helena_024_lhh",0,0,0,0,0,0
"521","15187_MADELYN_MMF_Helena_050_hhl",0,0,0,0,0,0
"522","15187_MADELYN_MMF_Jeremy_005_lhl",0,0,0,0,0,0
"523","15187_MADELYN_MMF_Jeremy_017_hll",0,0,0,0,0,0
"524","15187_MADELYN_MMF_Jeremy_143_llh",0.0645161290322581,4,1,0,0,1
"525","15187_MADELYN_MMF_Marilyn_014_lll",0,0,0,0,0,0
"526","15187_MADELYN_MMF_Marilyn_045_hhh",0,0,0,0,0,0
"527","15187_MADELYN_MMF_Marilyn_055_hlh",0,0,0,0,0,0
"528","15187_MELANIE_FFM_Helena_011_hhl",0,0,0,0,0,0
"529","15187_MELANIE_FFM_Helena_022_hhh",0,0,0,0,0,0
"530","15187_MELANIE_FFM_Helena_069_hlh",0,0,0,0,0,0
"531","15187_MELANIE_FFM_Helena_106_lhh",0,0,0,0,0,0
"532","15187_MELANIE_FFM_Jeremy_087_llh",0,0,0,0,0,0
"533","15187_MELANIE_FFM_Jeremy_132_lll",0,0,0,0,0,0
"534","15187_MELANIE_FFM_Marilyn_064_lhl",0.0289855072463768,2,1,0,0,1
"535","15187_MELANIE_FFM_Marilyn_130_hll",0,0,0,0,0,0
"536","15187_MELANIE_FMF_Helena_140_hhl",0,0,0,0,0,0
"537","15187_MELANIE_FMF_Jeremy_009_llh",0,0,0,0,0,0
"538","15187_MELANIE_FMF_Jeremy_035_hlh",0,0,0,0,0,0
"539","15187_MELANIE_FMF_Jeremy_072_lhl",0,0,0,0,0,0
"540","15187_MELANIE_FMF_Jeremy_115_hll",0,0,0,0,0,0
"541","15187_MELANIE_FMF_Jeremy_134_lll",0,0,0,0,0,0
"542","15187_MELANIE_FMF_Marilyn_016_hhh",0,0,0,0,0,0
"543","15187_MELANIE_FMF_Marilyn_136_lhh",0,0,0,0,0,0
"544","15187_MELANIE_FMM_Helena_004_hll",0,0,0,0,0,0
"545","15187_MELANIE_FMM_Helena_122_hlh",0.184615384615385,12,1,0,0,1
"546","15187_MELANIE_FMM_Jeremy_008_llh",0,0,0,0,0,0
"547","15187_MELANIE_FMM_Jeremy_044_hhl",0,0,0,0,0,0
"548","15187_MELANIE_FMM_Jeremy_068_lll",0,0,0,0,0,0
"549","15187_MELANIE_FMM_Jeremy_078_lhl",0,0,0,0,0,0
"550","15187_MELANIE_FMM_Jeremy_139_hhh",0,0,0,0,0,0
"551","15187_MELANIE_FMM_Marilyn_123_lhh",0,0,0,0,0,0
"552","15187_MELANIE_MFF_Helena_010_lhh",0,0,0,0,0,0
"553","15187_MELANIE_MFF_Helena_041_hhl",0,0,0,0,0,0
"554","15187_MELANIE_MFF_Helena_047_lhl",0,0,0,0,0,0
