Filename,t_ms,F0,ST,lead_ST,ST_diff,ST_jump,ST_jump_trial_mean,ST_jump_count,ST_jump_in_trial
file15,1010,228.983,14.34288593657821,14.07998576758417,-0.26290016899404023,0,0.06976744186046512,9,1
file15,1020,225.532,14.07998576758417,13.794546414108487,-0.2854393534756827,0,0.06976744186046512,9,1
file15,1030,221.844,13.794546414108487,13.745625349522868,-0.04892106458561862,0,0.06976744186046512,9,1
file15,1040,221.218,13.745625349522868,13.922910671888687,0.17728532236581884,0,0.06976744186046512,9,1
file15,1050,223.495,13.922910671888687,13.849165051158861,-0.07374562072982549,0,0.06976744186046512,9,1
file15,1060,222.545,13.849165051158861,13.7748695711219,-0.07429548003696063,0,0.06976744186046512,9,1
file15,1070,221.592,13.7748695711219,14.058786416348187,0.2839168452262868,0,0.06976744186046512,9,1
file15,1080,225.256,14.058786416348187,13.966389599341635,-0.09239681700655211,0,0.06976744186046512,9,1
file15,1090,224.057,13.966389599341635,13.75243256018579,-0.2139570391558454,0,0.06976744186046512,9,1
file15,1100,221.305,13.75243256018579,13.558913073379005,-0.19351948680678532,0,0.06976744186046512,9,1
file15,1110,218.845,13.558913073379005,13.506305663607725,-0.05260740977128009,0,0.06976744186046512,9,1
file15,1120,218.181,13.506305663607725,13.644926519533469,0.13862085592574402,0,0.06976744186046512,9,1
file15,1130,219.935,13.644926519533469,13.693818589955558,0.04889207042208987,0,0.06976744186046512,9,1
file15,1140,220.557,13.693818589955558,13.555115483810894,-0.1387031061446642,0,0.06976744186046512,9,1
file15,1150,218.797,13.555115483810894,13.540867099149123,-0.01424838466177114,0,0.06976744186046512,9,1
file15,1160,218.617,13.540867099149123,13.439205641722616,-0.10166145742650734,0,0.06976744186046512,9,1
file15,1170,217.337,13.439205641722616,13.546805351275335,0.10759970955271925,0,0.06976744186046512,9,1
file15,1180,218.692,13.546805351275335,12.969528983498899,-0.5772763677764363,0,0.06976744186046512,9,1
file15,1190,211.52,12.969528983498899,13.380318987467257,0.4107900039683585,0,0.06976744186046512,9,1
file15,1200,216.599,13.380318987467257,13.152388885976375,-0.2279301014908821,0,0.06976744186046512,9,1
file15,1210,213.766,13.152388885976375,12.844094847062227,-0.3082940389141484,0,0.06976744186046512,9,1
file15,1220,209.993,12.844094847062227,13.035209462400061,0.1911146153378347,0,0.06976744186046512,9,1
file15,1230,212.324,13.035209462400061,12.948891168233118,-0.08631829416694359,0,0.06976744186046512,9,1
file15,1240,211.268,12.948891168233118,12.948891168233118,0,0,0.06976744186046512,9,1
file15,1240,211.268,12.948891168233118,13.613490425894701,0.6645992576615836,0,0.06976744186046512,9,1
file15,1250,219.536,13.613490425894701,13.753840614484226,0.1403501885895242,0,0.06976744186046512,9,1
file15,1260,221.323,13.753840614484226,14.00690762343836,0.2530670089541349,0,0.06976744186046512,9,1
file15,1270,224.582,14.00690762343836,14.533193256765216,0.5262856333268555,0,0.06976744186046512,9,1
file15,1280,231.514,14.533193256765216,13.641620143846541,-0.8915731129186746,0,0.06976744186046512,9,1
file15,1290,219.893,13.641620143846541,12.53927540699887,-1.1023447368476713,0,0.06976744186046512,9,1
file15,1300,206.328,12.53927540699887,12.41126483414743,-0.12801057285144068,0,0.06976744186046512,9,1
file15,1310,204.808,12.41126483414743,13.351520942869717,0.9402561087222878,0,0.06976744186046512,9,1
file15,1320,216.239,13.351520942869717,11.95076300333031,-1.4007579395394067,0,0.06976744186046512,9,1
file15,1330,199.432,11.95076300333031,12.543386356408393,0.592623353078082,0,0.06976744186046512,9,1
file15,1340,206.377,12.543386356408393,13.448204505623748,0.9048181492153553,0,0.06976744186046512,9,1
file15,1350,217.45,13.448204505623748,11.871935551272095,-1.5762689543516526,0,0.06976744186046512,9,1
file15,1360,198.526,11.871935551272095,12.941596533277888,1.069660982005793,0,0.06976744186046512,9,1
file15,1370,211.179,12.941596533277888,15.11242697527475,2.1708304419968627,1,0.06976744186046512,9,1
file15,1380,239.391,15.11242697527475,15.11242697527475,0,0,0.06976744186046512,9,1
file15,1380,239.391,15.11242697527475,15.187979095973063,0.07555212069831185,0,0.06976744186046512,9,1
file15,1390,240.438,15.187979095973063,15.217762846854624,0.029783750881561488,0,0.06976744186046512,9,1
file15,1400,240.852,15.217762846854624,11.512523718154508,-3.705239128700116,1,0.06976744186046512,9,1
file15,1410,194.447,11.512523718154508,11.20975896895881,-0.3027647491956973,0,0.06976744186046512,9,1
file15,1420,191.076,11.20975896895881,11.398631913398809,0.18887294443999814,0,0.06976744186046512,9,1
file15,1430,193.172,11.398631913398809,12.722063130074218,1.3234312166754094,1,0.06976744186046512,9,1
file15,1440,208.518,12.722063130074218,12.633748048186856,-0.08831508188736237,0,0.06976744186046512,9,1
file15,1450,207.457,12.633748048186856,12.723723563253829,0.08997551506697299,0,0.06976744186046512,9,1
file15,1460,208.538,12.723723563253829,13.38175763298826,0.6580340697344305,0,0.06976744186046512,9,1
file15,1470,216.617,13.38175763298826,12.831806559743995,-0.5499510732442641,0,0.06976744186046512,9,1
file15,1480,209.844,12.831806559743995,12.87193799828432,0.04013143854032464,0,0.06976744186046512,9,1
file15,1490,210.331,12.87193799828432,12.83122904308994,-0.04070895519438089,0,0.06976744186046512,9,1
file15,1500,209.837,12.83122904308994,12.842858165922475,0.011629122832536254,0,0.06976744186046512,9,1
file15,1510,209.978,12.842858165922475,13.167365065041041,0.3245068991185658,0,0.06976744186046512,9,1
file15,1520,213.951,13.167365065041041,13.064456659337171,-0.10290840570386983,0,0.06976744186046512,9,1
file15,1530,212.683,13.064456659337171,13.095604721677034,0.031148062339863003,0,0.06976744186046512,9,1
file15,1540,213.066,13.095604721677034,13.293620084581955,0.19801536290492017,0,0.06976744186046512,9,1
file15,1550,215.517,13.293620084581955,13.244308030124087,-0.049312054457868015,0,0.06976744186046512,9,1
file15,1560,214.904,13.244308030124087,13.204870045031644,-0.03943798509244267,0,0.06976744186046512,9,1
file15,1570,214.415,13.204870045031644,13.291933086043205,0.08706304101156093,0,0.06976744186046512,9,1
file15,1580,215.496,13.291933086043205,13.146070720404127,-0.1458623656390774,0,0.06976744186046512,9,1
file15,1590,213.688,13.146070720404127,13.002155292838395,-0.14391542756573195,0,0.06976744186046512,9,1
