Filename,t_ms,F0
file70,1330,212.431
file70,1340,212.431
file70,1350,212.431
file70,1360,223.76
file70,1370,265.839
file70,1380,246.25
file70,1390,241.255
file70,1400,243.349
file70,1410,240.49
file70,1420,243.226
file70,1430,243.891
file70,1440,244.555
file70,1450,244.92
file70,1460,246.967
file70,1470,245.034
file70,1480,239.791
file70,1490,245.832
file70,1500,249.035
file70,1510,249.305
file70,1520,252.253
file70,1530,255.701
file70,1540,260.798
file70,1550,269.365
file70,1560,275.688
file70,1570,278.071
file70,1580,279.714
file70,1590,280.894
file70,1600,264.259
file70,1610,282.128
file70,1620,280.058
file70,1630,280.494
file70,1640,287.422
file70,1650,293.463
file70,1660,298.449
file70,1670,302.131
file70,1680,300.933
file70,1690,303.763
file70,1700,307.319
file70,1710,312.838
file70,1720,316.77
file70,1730,320.63
file70,1740,322.273
file70,1750,317.407
file70,1760,311.298
file70,1770,293.055
file70,1780,327.458
file70,1790,339.953
file70,1800,302.796
file70,1810,341.343
file71,620,257.578
file71,630,257.578
file71,640,257.578
file71,650,257.578
file71,660,257.578
file71,670,257.578
file71,680,248.034
file71,690,231.283
file71,700,237.64
file71,710,244.44
file71,720,224.367
file71,730,294.273
file71,740,280.244
file71,750,264.972
file71,760,261.256
file71,770,253.916
file71,780,250.498
file71,790,247.883
file71,800,249.694
file71,800,249.694
file71,810,247.18
file71,820,247.188
file71,830,246.135
file71,840,244.468
file71,850,243.217
file71,860,254.241
file71,870,253.84
file71,880,242.806
file71,890,241.662
file71,900,239.87
file71,910,240.924
file71,920,237.841
file71,930,238.497
file71,940,125.493
file71,950,122.255
file71,960,123.421
file71,970,116.736
file71,980,113.689
file71,990,243.415
file71,1000,234.755
file71,1010,238.073
file71,1020,243.246
file71,1030,238.074
file71,1040,236.543
file71,1050,237.857
file71,1060,240.557
file71,1070,240.394
file71,1080,239.306
file71,1090,236.934
file71,1100,234.925
file71,1110,234.169
file71,1120,223.551
file71,1130,227.979
file71,1140,228.681
file71,1140,228.681
file71,1150,178.873
file71,1160,178.873
file71,1170,178.873
file71,1180,178.873
file71,1190,178.873
file71,1200,178.873
file71,1210,178.873
file71,1220,177.815
file71,1230,225.701
file71,1240,203.81
file71,1250,223.479
file71,1260,253.404
file71,1270,233.649
file71,1280,227.203
file71,1290,219.766
file71,1300,214.728
file71,1310,210.573
file71,1320,206.986
file71,1330,203.884
file71,1340,198.49
file71,1350,193.545
file71,1360,190.568
file71,1370,189.613
file71,1380,178.749
file71,1390,192.69
file71,1400,191.77
file71,1410,192.124
file71,1420,195.082
file71,1430,203.874
file71,1440,195.919
file71,1450,195.891
file71,1460,197.171
file71,1470,199.64
file71,1480,199.231
file71,1490,198.071
file71,1500,196.296
file71,1510,187.264
file71,1520,190.593
file71,1530,203.411
file71,1540,223.53
file71,1550,202.64
file71,1560,217.359
file71,1570,230.067
file71,1580,224.497
file71,1590,244.445
file71,1600,262.293
file71,1610,265.004
file71,1620,267.982
file71,1630,284.146
file71,1640,235.708
file71,1650,279.395
file71,1660,262.577
file72,800,199.429
file72,810,199.429
file72,820,199.429
file72,830,199.429
file72,840,199.429
file72,850,199.429
file72,860,199.429
file72,870,199.429
file72,880,199.429
file72,890,199.429
file72,900,199.429
file72,910,246.766
file72,920,284.985
file72,930,268.898
file72,940,257.262
file72,950,260.718
file72,960,260.897
file72,970,248.964
file72,970,248.964
file72,980,241.966
file72,990,237.031
file72,1000,237.46
file72,1010,230.459
file72,1020,226.471
file72,1030,224.454
file72,1040,225.025
file72,1050,227.294
file72,1060,222.075
file72,1070,216.859
file72,1080,214.686
file72,1090,213.48
file72,1100,210.578
file72,1110,213.211
file72,1120,210.873
file72,1130,211.498
file72,1140,206.557
file72,1150,201.446
file72,1160,207.363
file72,1170,218.276
file72,1180,217.48
file72,1190,185.275
file72,1200,244.851
file72,1210,207.28
file72,1220,202.438
file72,1230,207.801
file72,1240,207.378
file72,1250,209.012
file72,1260,212.366
file72,1270,210.273
file72,1280,201.179
file72,1290,212.582
file72,1300,212.307
file72,1310,218.904
file72,1320,214.828
file72,1320,214.828
file72,1330,227.557
file72,1340,219.37
file72,1350,210.441
file72,1360,237.087
file72,1370,54.454
file72,1380,54.898
file72,1390,56.59
file72,1400,55.53
file72,1410,53.842
file72,1420,224.521
file72,1430,224.521
file72,1440,243.791
file72,1450,234.027
file72,1460,223.423
file72,1470,216.268
file72,1480,216.254
file72,1490,213.189
file72,1500,209.022
file72,1510,211.003
file72,1520,210.123
file72,1530,200.588
file72,1540,206.844
file72,1550,206.678
file72,1560,206.713
file72,1570,206.492
file72,1580,207.086
file72,1590,208.945
file72,1600,219.169
file72,1610,219.726
file72,1620,218.034
file72,1630,225.177
file72,1640,227.983
file72,1650,232.18
file72,1660,250.41
file72,1670,252.814
file72,1680,261.908
file72,1690,278.316
file72,1700,282.983
file72,1710,282.696
file72,1720,298.732
file72,1730,301.682
file72,1740,332.847
file72,1750,330.646
file72,1760,348.136
file72,1770,347.927
file72,1780,364.122
file72,1790,370.319
file72,1800,348.749
file72,1810,372.213
file72,1820,393.05
file73,630,248.71
file73,640,248.71
file73,650,239.577
file73,660,237.059
file73,670,238.575
file73,680,221.931
file73,690,247.808
file73,700,248.368
file73,710,267.001
file73,720,240.537
file73,730,240.221
file73,740,260.875
file73,750,281.097
file73,760,265.523
file73,770,254.603
file73,780,251.86
file73,790,240.86
file73,790,240.86
file73,800,234.27
file73,810,236.732
file73,820,235.617
file73,830,233.305
file73,840,232.876
file73,850,231.084
file73,860,228.616
file73,870,237.846
file73,880,241.622
file73,890,237.55
file73,900,235.416
file73,910,237.071
file73,920,236.963
file73,930,237.334
file73,940,237.139
file73,950,235.347
file73,960,235.275
file73,970,229.164
file73,980,219.909
file73,990,229.962
file73,1000,272.474
file73,1010,238.082
file73,1020,229.326
file73,1030,227.962
file73,1040,226.963
file73,1050,226.598
file73,1060,226.882
file73,1070,223.611
file73,1080,224.794
file73,1090,228.181
file73,1100,217.587
file73,1110,212.521
file73,1120,214.769
file73,1130,213.779
file73,1140,222.333
file73,1150,244.831
file73,1150,244.831
file73,1160,250.975
file73,1170,247.895
file73,1180,261.211
file73,1190,266.46
file73,1200,286.543
file73,1210,286.543
file73,1220,250.584
file73,1230,263.705
file73,1240,227.171
file73,1250,224.782
file73,1260,226.648
file73,1270,227.014
file73,1280,228.955
file73,1290,228.126
file73,1300,228.275
file73,1310,228.247
file73,1320,227.929
file73,1330,229.691
file73,1340,230.874
file73,1350,231.319
file73,1360,236.392
file73,1370,244.267
file73,1380,252.524
file73,1390,252.279
file73,1400,281.599
file73,1410,276.41
file73,1420,277.443
file73,1430,282.791
file73,1440,261.751
file73,1450,290.197
file73,1460,299.222
file73,1470,308.629
file73,1480,313.293
file73,1490,328.643
file73,1500,333.229
file73,1510,337.067
file73,1520,337.247
file73,1530,343.705
file73,1540,343.365
file73,1550,347.403
file73,1560,350.014
file73,1570,353.824
file73,1580,358.127
file73,1590,361.023
file73,1600,350.928
file73,1610,357.875
file73,1620,347.775
file73,1630,343.78
file73,1640,354.756
file73,1650,362.073
file74,980,212.1
file74,990,212.1
file74,1000,212.1
file74,1010,212.1
file74,1020,212.1
file74,1030,212.1
file74,1040,212.1
file74,1050,213.215
file74,1060,213.215
file74,1070,213.215
file74,1080,249.836
file74,1090,298.055
file74,1100,271.464
file74,1110,261.583
file74,1120,247.704
file74,1130,215.565
file74,1140,224.652
file74,1140,224.652
file74,1150,224.652
file74,1160,243.558
file74,1170,233.054
file74,1180,237.113
file74,1190,232.771
file74,1200,231.34
file74,1210,244.471
file74,1220,238.084
file74,1230,229.181
file74,1240,236.121
file74,1250,242.818
file74,1260,221.256
file74,1270,111.412
file74,1280,110.143
file74,1290,110.161
file74,1300,109.127
file74,1310,204.17
file74,1320,221.386
file74,1330,225.846
file74,1340,235.496
file74,1350,231.963
file74,1360,231.464
file74,1370,229.243
file74,1380,226.786
file74,1390,226.796
file74,1400,220.971
file74,1410,214.797
file74,1420,220.177
file74,1430,221.737
file74,1440,187.789
file74,1450,187.789
file74,1450,187.789
file74,1460,210.596
file74,1470,211.381
file74,1480,191.757
file74,1490,215.026
file74,1500,200.93
file74,1510,177.568
file74,1520,97.138
file74,1530,103.256
file74,1540,120.936
file74,1550,267.414
file74,1560,201.855
file74,1570,228.592
file74,1580,235.891
file74,1590,302.033
file74,1600,242.681
file74,1610,181.294
file74,1620,186.824
file74,1630,214.217
file74,1640,211.614
file74,1650,217.014
file74,1660,230.663
file74,1670,217.718
file74,1680,221.914
file74,1690,224.993
file74,1700,229.124
file74,1710,226.638
file74,1720,218.552
file74,1730,217.743
file74,1740,217.743
file74,1750,231.911
file74,1760,231.911
file74,1770,269.603
file74,1780,260.967
file74,1790,275.338
file74,1800,275.832
file74,1810,284.389
file74,1820,288.405
file74,1830,297.086
file74,1840,306.271
file74,1850,306.64
file74,1860,312.918
file74,1870,315.35
file74,1880,321.958
file74,1890,324.936
file74,1900,325.651
file74,1910,327.345
file74,1920,333.568
file74,1930,348.398
file74,1940,336.419
file74,1950,302.934
file74,1960,305.913
file74,1970,337.821
file74,1980,314.36
file75,720,303.524
file75,730,273.282
file75,740,273.282
file75,750,273.282
file75,760,254.243
file75,770,254.243
file75,780,254.243
file75,790,254.243
file75,800,245.755
file75,810,245.755
file75,820,245.755
file75,830,245.755
file75,840,245.755
file75,850,247.997
file75,860,245.247
file75,870,282.538
file75,880,251.336
file75,890,240.259
file75,900,240.223
file75,910,239.953
file75,920,230.98
file75,920,230.98
file75,930,228.91
file75,940,223.485
file75,950,224.029
file75,960,221.674
file75,970,219.282
file75,980,224.844
file75,990,221.754
file75,1000,219.336
file75,1010,217.354
file75,1020,217.13
file75,1030,215.899
file75,1040,217.872
file75,1050,216.778
file75,1060,215.091
file75,1070,211.965
file75,1080,218.238
file75,1090,219.346
file75,1100,212.642
file75,1110,215.443
file75,1120,215.926
file75,1130,218.251
file75,1140,193.555
file75,1150,211.268
file75,1160,209.508
file75,1170,209.288
file75,1180,209.541
file75,1190,207.662
file75,1200,210.907
file75,1210,224.978
file75,1220,118.746
file75,1230,111.639
file75,1230,111.639
file75,1240,108.408
file75,1250,111.054
file75,1260,107.326
file75,1270,115.165
file75,1280,115.165
file75,1290,115.165
file75,1300,115.165
file75,1310,115.165
file75,1320,115.165
file75,1330,112.249
file75,1340,111.354
file75,1350,113.154
file75,1360,112.156
file75,1370,111.684
file75,1380,109.674
file75,1390,112.974
file75,1400,107.875
file75,1410,115.288
file75,1420,206.107
file75,1430,264.783
file75,1440,268.28
file75,1450,249.307
file75,1460,253.343
file75,1470,262.452
file75,1480,273.062
file75,1490,273.608
file75,1500,281.988
file75,1510,289.085
file75,1520,301.442
file75,1530,302.801
file75,1540,306.133
file75,1550,305.707
file75,1560,293.586
file75,1570,310.118
file75,1580,312.554
file75,1590,319.864
file75,1600,322.786
file75,1610,331.424
file75,1620,337.653
file75,1630,336.644
file75,1640,330.923
file75,1650,328.687
file75,1660,327.945
file75,1670,327.814
file75,1680,321.82
file75,1690,319.737
file75,1700,320.877
file75,1710,332.015
file75,1720,331.428
file75,1730,331.538
file75,1740,329.737
file75,1750,325.437
file75,1760,328.599
file75,1770,351.961
file75,1780,346.324
file75,1790,343.816
file75,1800,305.187
file75,1810,350.774
file76,780,303.171
file76,790,309.584
file76,800,315.012
file76,810,280.791
file76,820,280.791
file76,830,278.635
file76,840,278.635
file76,850,278.635
file76,860,278.635
file76,870,278.635
file76,880,278.635
file76,890,278.635
file76,900,278.635
file76,910,295.074
file76,920,257.684
file76,930,272.609
file76,940,257.766
file76,950,258.1
file76,960,257.896
file76,970,242.896
file76,970,242.896
file76,980,244.451
file76,990,236.049
file76,1000,237.227
file76,1010,228.835
file76,1020,226.977
file76,1030,221.521
file76,1040,228.174
file76,1050,227.929
file76,1060,229.641
file76,1070,234.117
file76,1080,235.649
file76,1090,238.743
file76,1100,226.577
file76,1110,233.52
file76,1120,230.162
file76,1130,229.924
file76,1140,226.458
file76,1150,223.744
file76,1160,226.471
file76,1170,225.687
file76,1180,232.23
file76,1190,228.645
file76,1200,228.866
file76,1210,229.858
file76,1220,230.435
file76,1230,229.569
file76,1240,226.39
file76,1250,219.508
file76,1260,223.733
file76,1270,224.124
file76,1280,229.525
file76,1290,224.902
file76,1290,224.902
file76,1300,223.185
file76,1310,214.553
file76,1320,214.128
file76,1330,230.826
file76,1340,223.258
file76,1350,221.454
file76,1360,215.516
file76,1370,239.131
file76,1380,219.618
file76,1390,214.847
file76,1400,197.886
file76,1410,209.785
file76,1420,210.445
file76,1430,222.426
file76,1440,202.544
file76,1450,201.764
file76,1460,217.634
file76,1470,208.277
file76,1480,198.753
file76,1490,195.172
file76,1500,200.001
file76,1510,202.889
file76,1520,206.251
file76,1530,211.041
file76,1540,201.191
file76,1550,211.566
file76,1560,223.658
file76,1570,230.844
file76,1580,238.15
file76,1590,238.439
file76,1600,239.54
file76,1610,240.353
file76,1620,252.995
file76,1630,256.833
file76,1640,279.232
file76,1650,282.665
file76,1660,282.027
file76,1670,300.035
file76,1680,306.388
file76,1690,321.654
file76,1700,328.907
file76,1710,335.805
file76,1720,355.382
file76,1730,357.378
file76,1740,361.435
file76,1750,361.957
file76,1760,347.66
file76,1770,369.25
file76,1780,330.505
file76,1790,351.965
file76,1800,376.133
file77,800,80.025
file77,810,75.296
file77,820,87.419
file77,830,75.611
file77,840,75.228
file77,850,76.535
file77,860,80.063
file77,870,79.663
file77,880,76.053
file77,890,276.344
file77,900,257.566
file77,910,260.326
file77,920,258.782
file77,930,252.43
file77,940,250.083
file77,950,239.844
file77,950,239.844
file77,960,239.73
file77,970,236.474
file77,980,232.578
file77,990,233.704
file77,1000,227.442
file77,1010,229.649
file77,1020,228.615
file77,1030,239.493
file77,1040,240.804
file77,1050,237.755
file77,1060,234.385
file77,1070,231.505
file77,1080,232.409
file77,1090,232.574
file77,1100,231.464
file77,1110,230.171
file77,1120,227.195
file77,1130,222.578
file77,1140,220.764
file77,1150,220.193
file77,1160,218.547
file77,1170,221.024
file77,1180,237.057
file77,1190,234.907
file77,1200,234.39
file77,1210,236.762
file77,1220,234.267
file77,1230,231.024
file77,1240,230.633
file77,1250,226.869
file77,1260,226.065
file77,1270,230.556
file77,1280,228.33
file77,1290,75.484
file77,1300,76.602
file77,1300,76.602
file77,1310,74.389
file77,1320,72.801
file77,1330,72.763
file77,1340,73.686
file77,1350,85.852
file77,1360,75.828
file77,1370,78.939
file77,1380,91.945
file77,1390,116.149
file77,1400,116.72
file77,1410,111.886
file77,1420,112.145
file77,1430,114.318
file77,1440,113.407
file77,1450,111.684
file77,1460,113.294
file77,1470,110.615
file77,1480,71.72
file77,1490,71.278
file77,1500,69.865
file77,1510,110.361
file77,1520,107.477
file77,1530,103.19
file77,1540,99.326
file77,1550,110.363
file77,1560,113.721
file77,1570,200.316
file77,1580,191.734
file77,1590,219.488
file77,1600,214.058
file77,1610,194.497
file77,1620,233.25
file77,1630,211.315
file77,1640,228.568
file77,1650,223.062
file77,1660,233.443
file77,1670,238.424
file77,1680,242.091
file77,1690,247.765
file77,1700,258.22
file77,1710,257.601
file77,1720,255.598
file77,1730,264.707
file77,1740,270.635
file77,1750,275.798
file77,1760,272.926
file77,1770,265.578
file77,1780,290.458
file78,810,309.118
file78,820,277.771
file78,830,277.771
file78,840,277.771
file78,850,277.771
file78,860,278.075
file78,870,329.591
file78,880,301.942
file78,890,301.942
file78,900,271.287
file78,910,285.548
file78,920,289.902
file78,930,275.275
file78,940,269.088
file78,950,270.381
file78,960,265.855
file78,960,265.855
file78,970,245.644
file78,980,252.2
file78,990,255.204
file78,1000,247.851
file78,1010,244.439
file78,1020,239.438
file78,1030,251.651
file78,1040,240.266
file78,1050,222.321
file78,1060,229.804
file78,1070,232.88
file78,1080,247.666
file78,1090,233.633
file78,1100,116.73
file78,1110,113.983
file78,1120,122.62
file78,1130,119.799
file78,1140,112.329
file78,1150,115.746
file78,1160,118.895
file78,1170,123.199
file78,1180,231.099
file78,1190,233.058
file78,1200,228.492
file78,1210,237.616
file78,1220,243.141
file78,1230,241.758
file78,1240,237.184
file78,1250,239.02
file78,1260,241.896
file78,1270,218.936
file78,1270,218.936
file78,1280,230.229
file78,1290,220.067
file78,1300,213.467
file78,1310,218.952
file78,1320,211.587
file78,1330,233.159
file78,1340,222.768
file78,1350,204.331
file78,1360,236.014
file78,1370,269.511
file78,1380,249.495
file78,1390,229.882
file78,1400,230.403
file78,1410,231.652
file78,1420,229.716
file78,1430,226.341
file78,1440,222.996
file78,1450,221.165
file78,1460,216.962
file78,1470,212.61
file78,1480,208.684
file78,1490,210.993
file78,1500,210.621
file78,1510,211.526
file78,1520,210.946
file78,1530,211.191
file78,1540,210.019
file78,1550,210.325
file78,1560,213.23
file78,1570,207.348
file78,1580,218.692
file78,1590,206.707
file78,1600,224.303
file78,1610,240.386
file78,1620,119.756
file78,1630,117.974
file78,1640,115.199
file78,1650,114.918
file78,1660,114.321
file78,1670,111.15
file78,1680,105.96
file78,1690,230.529
file78,1700,245.387
file78,1710,258.564
file78,1720,259.378
file78,1730,273.163
file78,1740,268.484
file78,1750,259.835
file78,1760,235.667
file78,1770,235.667
file79,770,271.7
file79,780,266.514
file79,790,243.487
file79,800,243.487
file79,810,243.487
file79,820,243.487
file79,830,243.487
file79,840,243.487
file79,850,243.487
file79,860,243.487
file79,870,291.901
file79,880,292.483
file79,890,299.607
file79,900,277.763
file79,910,278.368
file79,910,278.368
file79,920,260.457
file79,930,263.502
file79,940,261.253
file79,950,252.029
file79,960,250.865
file79,970,248.025
file79,980,246.549
file79,990,244.906
file79,1000,263.831
file79,1010,267.303
file79,1020,224.622
file79,1030,252.247
file79,1040,240.453
file79,1050,253.623
file79,1060,243.251
file79,1070,248.57
file79,1080,250.595
file79,1090,250.678
file79,1100,247.228
file79,1110,242.662
file79,1120,242.462
file79,1130,245.204
file79,1140,243.643
file79,1150,253.71
file79,1160,246.337
file79,1170,257.626
file79,1180,262.383
file79,1190,253.758
file79,1200,248.656
file79,1210,256.874
file79,1220,248.809
file79,1230,251.57
file79,1240,248.308
file79,1240,248.308
file79,1250,227.458
file79,1260,211.686
file79,1270,214.736
file79,1280,201.005
file79,1290,231
file79,1300,224.143
file79,1310,216.94
file79,1320,228.323
file79,1330,198.307
file79,1340,213.402
file79,1350,239.865
file79,1360,261.602
file79,1370,263.474
file79,1380,261.544
file79,1390,258.779
file79,1400,246.346
file79,1410,242.232
file79,1420,243.27
file79,1430,241.756
file79,1440,240.847
file79,1450,238.126
file79,1460,232.466
file79,1470,235.948
file79,1480,236.826
file79,1490,242.165
file79,1500,268.658
file79,1510,279.367
file79,1520,228.655
file79,1530,283.262
file79,1540,251.318
file79,1550,267.928
file79,1560,269.652
file79,1570,270.824
file79,1580,253.595
file79,1590,245.243
file79,1600,266.772
file79,1610,264.229
file79,1620,272.595
file79,1630,273.44
file79,1640,281.601
file79,1650,282.206
file79,1660,294.044
file79,1670,301.166
file79,1680,299.431
file79,1690,301.58
file79,1700,318.971
file79,1710,335.806
file79,1720,350.014
file79,1730,352.606
file79,1740,327.906
file79,1750,321.536
file79,1760,333.359
file80,670,174.739
file80,680,174.739
file80,690,174.739
file80,700,184.229
file80,710,172.509
file80,720,172.633
file80,730,172.633
file80,740,172.633
file80,750,192.12
file80,760,244.992
file80,770,271.217
file80,780,261.084
file80,790,241.513
file80,800,244.656
file80,810,243.154
file80,820,231.771
file80,820,231.771
file80,830,233.589
file80,840,232.349
file80,850,229.676
file80,860,229.5
file80,870,225.65
file80,880,221.637
file80,890,226.66
file80,900,222.863
file80,910,220.826
file80,920,211.572
file80,930,211.94
file80,940,212.216
file80,950,212.643
file80,960,213.478
file80,970,211.963
file80,980,211.059
file80,990,208.226
file80,1000,198.759
file80,1010,207.722
file80,1020,208.918
file80,1030,207.057
file80,1040,203.071
file80,1050,201.258
file80,1060,198.527
file80,1070,197.059
file80,1080,198.18
file80,1090,194.879
file80,1100,198.12
file80,1110,196.406
file80,1120,198.591
file80,1130,204
file80,1140,213.442
file80,1140,213.442
file80,1150,216.376
file80,1160,216.925
file80,1170,188.38
file80,1180,188.38
file80,1190,142.182
file80,1200,230.432
file80,1210,230.432
file80,1220,227.367
file80,1230,223.27
file80,1240,223.041
file80,1250,196.185
file80,1260,195.471
file80,1270,185.182
file80,1280,192.11
file80,1290,196.515
file80,1300,201.118
file80,1310,200.277
file80,1320,200.034
file80,1330,196.035
file80,1340,205.383
file80,1350,209.552
file80,1360,212.484
file80,1370,218.919
file80,1380,220.595
file80,1390,225.204
file80,1400,238.753
file80,1410,239.004
file80,1420,241.886
file80,1430,256.042
file80,1440,275.732
file80,1450,244.989
file80,1460,256.884
file80,1470,273.715
file80,1480,272.635
file80,1490,280.239
file80,1500,288.421
file80,1510,286.694
file80,1520,292.568
file80,1530,293.748
file80,1540,304.088
file80,1550,307.918
file80,1560,312.543
file80,1570,315.941
file80,1580,323.645
file80,1590,331.176
file80,1600,328.528
file80,1610,325.418
file80,1620,356.281
file80,1630,320.118
file80,1640,322.801
file80,1650,314.82
file80,1660,320.899
file80,1670,325.147
file81,630,300.08
file81,640,300.08
file81,650,277.909
file81,660,283.456
file81,670,278.985
file81,680,297.532
file81,690,269.288
file81,700,248.615
file81,710,248.615
file81,720,248.615
file81,730,248.615
file81,740,248.615
file81,750,271.321
file81,760,271.859
file81,770,264.731
file81,780,253.222
file81,790,244.027
file81,790,244.027
file81,800,244.3
file81,810,243.067
file81,820,240.133
file81,830,240.708
file81,840,237.49
file81,850,234.548
file81,860,230.276
file81,870,233.654
file81,880,228.567
file81,890,230.061
file81,900,230.844
file81,910,229.252
file81,920,228.737
file81,930,229.703
file81,940,229.949
file81,950,231.395
file81,960,229.822
file81,970,227.614
file81,980,225.504
file81,990,220.599
file81,1000,263.356
file81,1010,242.522
file81,1020,224.067
file81,1030,220.878
file81,1040,221.812
file81,1050,223.617
file81,1060,223.452
file81,1070,224.548
file81,1080,222.209
file81,1090,209.579
file81,1100,215.089
file81,1110,215.469
file81,1120,222.919
file81,1130,223.612
file81,1130,223.612
file81,1140,194.754
file81,1150,232.93
file81,1160,202.669
file81,1170,263.094
file81,1180,269.066
file81,1190,261.758
file81,1200,271.574
file81,1210,245.628
file81,1220,269.506
file81,1230,267.949
file81,1240,235.997
file81,1250,240.888
file81,1260,209.586
file81,1270,209.586
file81,1280,209.586
file81,1290,209.586
file81,1300,214.6
file81,1310,221.928
file81,1320,218.551
file81,1330,218.669
file81,1340,218.502
file81,1350,215.158
file81,1360,216.647
file81,1370,212.431
file81,1380,207.681
file81,1390,208.291
file81,1400,205.433
file81,1410,203.892
file81,1420,205.498
file81,1430,208.874
file81,1440,209.228
file81,1450,210.402
file81,1460,208.596
file81,1470,207.593
file81,1480,209.619
file81,1490,211.185
file81,1500,212.595
file81,1510,201.831
file81,1520,118.527
file81,1530,115.731
file81,1540,118.507
file81,1550,113.46
file81,1560,115.5
file81,1570,119.977
file81,1580,118.916
file81,1590,276.411
file81,1600,261.186
file81,1610,259.524
file81,1620,263.013
file81,1630,268.012
file81,1640,242.856
file81,1650,201.531
file81,1660,194.876
file81,1670,215.369
file81,1680,221.271
file81,1690,194.062
file82,860,247.03
file82,870,231.792
file82,880,231.792
file82,890,238.395
file82,900,238.395
file82,910,238.395
file82,920,238.395
file82,930,268.503
file82,940,268.503
file82,950,268.503
file82,960,221.288
file82,970,238.102
file82,980,288.193
file82,990,263.738
file82,1000,260.157
file82,1010,235.084
file82,1020,241.546
file82,1020,241.546
file82,1030,235.261
file82,1040,232.615
file82,1050,227.521
file82,1060,221.204
file82,1070,219.213
file82,1080,216.742
file82,1090,224.26
file82,1100,217.614
file82,1110,215.031
file82,1120,211.872
file82,1130,210.951
file82,1140,210.655
file82,1150,211.585
file82,1160,211.637
file82,1170,211.923
file82,1180,209.523
file82,1190,200.992
file82,1200,219.545
file82,1210,217.652
file82,1220,221.501
file82,1230,220.236
file82,1240,212.058
file82,1250,213.389
file82,1260,211.332
file82,1270,209.305
file82,1280,206.901
file82,1290,200.39
file82,1300,198.712
file82,1310,205.499
file82,1320,200.582
file82,1330,160.476
file82,1340,160.476
file82,1340,160.476
file82,1350,160.476
file82,1360,175.047
file82,1370,218.403
file82,1380,219.034
file82,1390,263.968
file82,1400,197.932
file82,1410,206.139
file82,1420,181.946
file82,1430,225.778
file82,1440,211.506
file82,1450,195.504
file82,1460,193.353
file82,1470,191.468
file82,1480,187.138
file82,1490,185.361
file82,1500,186.803
file82,1510,191.529
file82,1520,194
file82,1530,193.546
file82,1540,193.274
file82,1550,193.6
file82,1560,193.364
file82,1570,196.348
file82,1580,196.582
file82,1590,197.421
file82,1600,198.641
file82,1610,202.592
file82,1620,209.434
file82,1630,212.499
file82,1640,219.397
file82,1650,226.749
file82,1660,232.84
file82,1670,239.813
file82,1680,242.69
file82,1690,249.197
file82,1700,268.794
file82,1710,264.563
file82,1720,267.159
file82,1730,277.284
file82,1740,284.377
file82,1750,288.708
file82,1760,296.96
file82,1770,308.014
file82,1780,310.272
file82,1790,322.24
file82,1800,320.424
file82,1810,333.448
file82,1820,337.657
file82,1830,327.704
file82,1840,337.964
file82,1850,315.215
file82,1860,307.567
file83,800,162.73
file83,810,167.546
file83,820,188.792
file83,830,188.792
file83,840,188.792
file83,850,188.792
file83,860,216.936
file83,870,216.936
file83,880,213.596
file83,890,229.218
file83,900,229.218
file83,910,229.218
file83,920,223.666
file83,930,249.045
file83,940,243.397
file83,950,241.611
file83,960,239.813
file83,970,219.001
file83,970,219.001
file83,980,227.324
file83,990,224.581
file83,1000,223.3
file83,1010,222.194
file83,1020,219.227
file83,1030,212.733
file83,1040,210.942
file83,1050,215.518
file83,1060,210.618
file83,1070,205.523
file83,1080,203.273
file83,1090,202.709
file83,1100,200.242
file83,1110,201.511
file83,1120,203.826
file83,1130,203.622
file83,1140,205.713
file83,1150,205.511
file83,1160,203.162
file83,1170,204.763
file83,1180,203.077
file83,1190,201.341
file83,1200,197.674
file83,1210,199.373
file83,1220,198.96
file83,1230,200.433
file83,1240,204.467
file83,1250,198.367
file83,1260,196.042
file83,1270,199.552
file83,1280,198.295
file83,1290,190.294
file83,1290,190.294
file83,1300,212.343
file83,1310,212.067
file83,1320,211.792
file83,1330,231.141
file83,1340,226.899
file83,1350,214.557
file83,1360,214.557
file83,1370,214.557
file83,1380,214.557
file83,1390,214.557
file83,1400,248.327
file83,1410,215.352
file83,1420,210.611
file83,1430,208.468
file83,1440,206.886
file83,1450,205.748
file83,1460,205.209
file83,1470,204.742
file83,1480,202.661
file83,1490,202.216
file83,1500,201.968
file83,1510,197.825
file83,1520,201.983
file83,1530,202.623
file83,1540,204.076
file83,1550,207.172
file83,1560,210.567
file83,1570,217.024
file83,1580,227.112
file83,1590,225.615
file83,1600,226.83
file83,1610,229.62
file83,1620,228.588
file83,1630,238.601
file83,1640,248.156
file83,1650,248.579
file83,1660,250.65
file83,1670,259.841
file83,1680,259.605
file83,1690,263.445
file83,1700,265.624
file83,1710,272.386
file83,1720,274.557
file83,1730,283.071
file83,1740,286.906
file83,1750,291.245
file83,1760,291.585
file83,1770,293.215
file83,1780,306.837
file83,1790,299.874
file83,1800,265.541
file83,1810,263.534
file84,810,223.132
file84,820,211.316
file84,830,211.316
file84,840,211.316
file84,850,211.316
file84,860,205.373
file84,870,185.863
file84,880,184.018
file84,890,189.155
file84,900,186.287
file84,910,188.634
file84,920,212.006
file84,930,212.006
file84,940,212.006
file84,950,212.006
file84,960,212.006
file84,970,212.006
file84,980,212.006
file84,990,212.006
file84,1000,222.84
file84,1010,270.499
file84,1020,261.212
file84,1030,246.025
file84,1040,243.573
file84,1050,240.869
file84,1050,240.869
